Year;Country of production;Coffee bean;Department;Municipality of export;Exporter;Exporter group;Importer;Importer group;Country of destination;Economic bloc;Department trase id;Country of production (Trase ID);Country of destination (Trase ID);Trade volume;Trade value
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-17;CO;AU;77,085;391353,57
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CARCAFE LTD;CARCAFE LTD;KRAFT FOODS EUROPE PROCUREMENTS GMBH SCHWEIZ SVENSK FILIAL;KRAFT FOODS EUROPE PROCUREMENTS GMBH SCHWEIZ SVENSK FILIAL;SWEDEN;EUROPEAN UNION;CO-41;CO;SE;80,11789729;373395,173
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;MAISON P JOBIN AND CIE SAS;MAISON P JOBIN AND CIE SAS;FRANCE;EUROPEAN UNION;CO-05;CO;FR;38,535;171060,89
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;MISUI & CO LTD;MITSUI;JAPAN;JAPAN;CO-41;CO;JP;134,626;496078,08
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;EMPRESAS DE NARINO S A S;EMPRESAS DE NARINO S A S;ITOCHU & CO;ITOCHU;JAPAN;JAPAN;CO-52;CO;JP;17,398;71858,71
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;BANCA EXPORTADORA S A;BANCA EXPORTADORA S A;UNKNOWN;UNKNOWN;SOUTH KOREA;SOUTH KOREA;CO-41;CO;KR;11,07306;69364,33
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;DECOTRADE AG;DECOTRADE AG;BELGIUM;EUROPEAN UNION;CO-05;CO;BE;79,12442174;416906,1105
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;ARMENIA COFFEE CORP;ARMENIA COFFEE CORP;CANADA;CANADA;CO-19;CO;CA;38,54;222761
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;TRES RIOS CORP BVI LTD;TRES RIOS CORP BVI LTD;EGYPT;EGYPT;CO-41;CO;EG;38,474;204279,09
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;UNKNOWN;UNKNOWN;ROMANIA;EUROPEAN UNION;CO-20;CO;RO;10,99202638;51858,80856
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;SPAIN;EUROPEAN UNION;CO-68;CO;ES;126,1963782;603451,5643
2012;COLOMBIA;ROASTED;SANTANDER;CARTAGENA DE INDIAS;INDS ALIADAS S A S;INDS ALIADAS S A S;MITSUBISHI CORPORATION DO BRASIL;MITSUBISHI;SOUTH KOREA;SOUTH KOREA;CO-68;CO;KR;51,3;980924,4
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;BONCAFE INTL PTE LTD;BONCAFE INTL PTE LTD;CHINA (HONG KONG);CHINA (HONG KONG);CO-05;CO;HK;3,7975;55462,38
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;CAFE MONTANA ROJA S A S;CAFE MONTANA ROJA S A S;CAFE SITTON S A;CAFE SITTON S A;PANAMA;PANAMA;CO-73;CO;PA;0,1875;3541
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;INTERCOM SPA;INTERCOM SPA;GREECE;EUROPEAN UNION;CO-41;CO;GR;13,942;60787,64
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;SOUTH KOREA;SOUTH KOREA;CO-76;CO;KR;558,6298095;2385738,032
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;MARKO LTD;MARKO LTD;RUSSIAN FEDERATION;RUSSIAN FEDERATION;CO-66;CO;RU;19,239;85231,53
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;NETHERLANDS;EUROPEAN UNION;CO-66;CO;NL;9,930215427;58549,96983
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;CANADA;CANADA;CO-68;CO;CA;1179,449771;5760194,079
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;LMZ SOLUBLE COFFEE INC;LMZ SOLUBLE COFFEE INC;SINGAPORE;SINGAPORE;CO-05;CO;SG;12,9454;812203,92
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-66;CO;US;38,511;151124,41
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;NV SUPREMO SA;NV SUPREMO SA;SLOVENIA;EUROPEAN UNION;CO-41;CO;SI;115,473;627753,13
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;COMERCIALIZADORA AROMA DE COLOMBIA S A S;COMERCIALIZADORA AROMA DE COLOMBIA S A S;GH INTL LTD;GH INTL LTD;SOUTH KOREA;SOUTH KOREA;CO-73;CO;KR;0,39;5340
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;SUCAFINA SA;SUCAFINA SA;RUSSIAN FEDERATION;RUSSIAN FEDERATION;CO-41;CO;RU;95,993;410025,99
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;KING CAR FOOD INDL CO LTD;KING CAR FOOD INDL CO LTD;TAIWAN;TAIWAN;CO-73;CO;TW;0,0625;1225
2012;COLOMBIA;PROCESSED;NARINO;IPIALES;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;INT FOODS SERVICES CORP;INT FOODS SERVICES CORP;ECUADOR;ECUADOR;CO-52;CO;EC;49,351025;541921,25
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;PROMOT DE INVERSIONES VARGAS RUBIO S A;PROMOT DE INVERSIONES VARGAS RUBIO S A;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-19;CO;US;1261,899;6261793,87
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;FOLGER COFFEE CO;FOLGER COFFEE CO;UNITED STATES;UNITED STATES;CO-66;CO;US;125,94;582789,88
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-17;CO;US;7392,867;31827526,35
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;JOH JOHANSSON KAFFE AS;JOH JOHANSSON KAFFE AS;NORWAY;NORWAY;CO-41;CO;NO;538,48;2698357,81
2012;COLOMBIA;PROCESSED;SANTANDER;CARTAGENA DE INDIAS;TOSCAFE S A S;TOSCAFE S A S;JIRINA KREJCAROVA;JIRINA KREJCAROVA;CZECH REPUBLIC;EUROPEAN UNION;CO-68;CO;CZ;6,25;56450
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;EL CAFETAL CO LTD;EL CAFETAL CO LTD;SOUTH KOREA;SOUTH KOREA;CO-73;CO;KR;0,375;9780
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;UNKNOWN;UNKNOWN;TAIWAN;TAIWAN;CO-41;CO;TW;96,335;445162,84
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;JAPAN;JAPAN;CO-76;CO;JP;12493,4293;67527674,01
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;UNKNOWN;UNKNOWN;ITALY;EUROPEAN UNION;CO-76;CO;IT;19,255;91691,91
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-63;CO;US;19,224;109131,9
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;DENMARK;EUROPEAN UNION;CO-76;CO;DK;14,55919257;74433,39988
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;OY GUSTAV PAULIG;OY GUSTAV PAULIG;FINLAND;EUROPEAN UNION;CO-05;CO;FI;26,97625775;108833,7843
2012;COLOMBIA;GREEN;RISARALDA;;;;;;COLOMBIA;COLOMBIA;CO-66;CO;CO;6024,752642;
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CARCAFE LTD;CARCAFE LTD;DECOTRADE AG;DECOTRADE AG;BELGIUM;EUROPEAN UNION;CO-73;CO;BE;1034,856;5615015,4
2012;COLOMBIA;ROASTED;SANTANDER;MAICAO;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;CORDIALSA NOEL DE VENEZUELA SA;CORDIALSA NOEL DE VENEZUELA SA;VENEZUELA;VENEZUELA;CO-68;CO;VE;7,437;198021,34
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;UNKNOWN;UNKNOWN;FRANCE;EUROPEAN UNION;CO-20;CO;FR;84,007;420411,97
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;GEORGIA;GEORGIA;CO-05;CO;GE;14,47094405;76566,342
2012;COLOMBIA;GREEN;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;WORLD SOURCING;WORLD SOURCING;UNITED STATES;UNITED STATES;CO-73;CO;US;0,004;46,96
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;AND BLOANK ENDORSED;AND BLOANK ENDORSED;GERMANY;EUROPEAN UNION;CO-19;CO;DE;134,674;734142,75
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;MARUBENI;MARUBENI;SOUTH KOREA;SOUTH KOREA;CO-41;CO;KR;17,396;80998,26
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;JOHN BURTON LTD;JOHN BURTON LTD;NEW ZEALAND;NEW ZEALAND;CO-41;CO;NZ;57,752;296246,63
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;MARUBENI;MARUBENI;JAPAN;JAPAN;CO-41;CO;JP;866,558;3486090,37
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;COFFEE EXPORT Y CIA S EN C C I;COFFEE EXPORT Y CIA S EN C C I;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-68;CO;US;442,482;1777967,48
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;BELGIUM;EUROPEAN UNION;CO-63;CO;BE;142,7890864;741693,3506
2012;COLOMBIA;PROCESSED;VALLE DEL CAUCA;BUENAVENTURA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;FAN PENG CO LTD;FAN PENG CO LTD;TAIWAN;TAIWAN;CO-76;CO;TW;3,7575;58688,55
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;BROWN BEAN LTD;BROWN BEAN LTD;NEW ZEALAND;NEW ZEALAND;CO-41;CO;NZ;19,22;87689,88
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;AMERICAN COFFEE;AMERICAN COFFEE;UNITED STATES;UNITED STATES;CO-17;CO;US;153,705;614024,43
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;NETHERLANDS;EUROPEAN UNION;CO-17;CO;NL;823,317;4167101,94
2012;COLOMBIA;ROASTED;SANTANDER;CARTAGENA DE INDIAS;C I HWZ COMERCIALIZADORES S A S;C I HWZ COMERCIALIZADORES S A S;H W Z DISTRIBS INC;H W Z DISTRIBS INC;UNITED STATES;UNITED STATES;CO-68;CO;US;1,425725;24557,96
2012;COLOMBIA;ROASTED;CALDAS;CARTAGENA DE INDIAS;DESCAFEINADORA COLOMBIANA S A S;DESCAFEINADORA COLOMBIANA S A S;INSTANTA SP Z O O;INSTANTA SP Z O O;POLAND;EUROPEAN UNION;CO-17;CO;PL;8,5125;87644,7
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;PROMOT DE INVERSIONES VARGAS RUBIO S A;PROMOT DE INVERSIONES VARGAS RUBIO S A;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-19;CO;AU;19,252;99081,8
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;ING BANK BELGIUM;ING BANK BELGIUM;BELGIUM;EUROPEAN UNION;CO-19;CO;BE;96,161;476058
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;UNKNOWN;UNKNOWN;SOUTH KOREA;SOUTH KOREA;CO-41;CO;KR;19,262;90790,18
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;BNP PARIBAS COMMODITY FINANCE CIB;BNP PARIBAS COMMODITY FINANCE CIB;ITALY;EUROPEAN UNION;CO-66;CO;IT;97,589;446650,91
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;INCANADA;INCANADA;CANADA;CANADA;CO-73;CO;CA;0,5375;4336,6
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;LAMCO S R L;LAMCO S R L;ITALY;EUROPEAN UNION;CO-05;CO;IT;14,48225832;68644,31288
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;UNKNOWN;UNKNOWN;NEW ZEALAND;NEW ZEALAND;CO-41;CO;NZ;76,883;323103,79
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;TALOCA AG;TALOCA AG;ITALY;EUROPEAN UNION;CO-05;CO;IT;16,46052513;92717,10786
2012;COLOMBIA;GREEN;HUILA;;;;;;COLOMBIA;COLOMBIA;CO-41;CO;CO;6320,087977;
2012;COLOMBIA;GREEN;SANTANDER;SANTA MARTA;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;NETHERLANDS;EUROPEAN UNION;CO-68;CO;NL;134,353;666914,09
2012;COLOMBIA;PROCESSED;VALLE DEL CAUCA;BUENAVENTURA;RESTCAFE S A S;RESTCAFE S A S;SFERA LTD;SFERA LTD;RUSSIAN FEDERATION;RUSSIAN FEDERATION;CO-76;CO;RU;1,25;11332
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;UNKNOWN;UNKNOWN;SWEDEN;EUROPEAN UNION;CO-20;CO;SE;131,9963455;595755,7177
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;EXPO COSURCA S A C I;EXPO COSURCA S A C I;GEPA THE FAIR TRADE COMPANY;GEPA THE FAIR TRADE COMPANY;GERMANY;EUROPEAN UNION;CO-19;CO;DE;57,731;394360,58
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;CIA NACIONAL DEL CAFE S A S;CIA NACIONAL DEL CAFE S A S;UNKNOWN;UNKNOWN;CANADA;CANADA;CO-41;CO;CA;17,09387457;74899,25161
2012;COLOMBIA;GREEN;CALDAS;SANTA MARTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;JAPAN;JAPAN;CO-17;CO;JP;170,0652608;895580,0071
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;MERCON COFFEE CORP;MERCON COFFEE CORP;UNITED KINGDOM;EUROPEAN UNION;CO-66;CO;GB;57,814;249920,59
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;KEN GABBAY COFFEE LTD;KEN GABBAY COFFEE LTD;CANADA;CANADA;CO-66;CO;CA;134,789;515565,37
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;CARGO COMPASS COMPASS HOUSE;CARGO COMPASS COMPASS HOUSE;SOUTH AFRICA;SOUTH AFRICA;CO-66;CO;ZA;19,96;81296,7
2012;COLOMBIA;PROCESSED;SANTANDER;CARTAGENA DE INDIAS;RESTCAFE S A S;RESTCAFE S A S;MEMORIA CAFE LLC USA;MEMORIA CAFE LLC USA;UNITED STATES;UNITED STATES;CO-68;CO;US;6,25;54600
2012;COLOMBIA;ROASTED;NARINO;IPIALES;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;INT FOODS SERVICES CORP;INT FOODS SERVICES CORP;ECUADOR;ECUADOR;CO-52;CO;EC;2,126375;49844,31
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;TRILLADORA UNION S A;TRILLADORA UNION S A;EAGLE SANGYO CORP;EAGLE SANGYO CORP;JAPAN;JAPAN;CO-76;CO;JP;10,523;57997,51
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ALEXCAFE S A S;ALEXCAFE S A S;IAC GMBH;IAC GMBH;UNITED KINGDOM;EUROPEAN UNION;CO-66;CO;GB;38,488;160236,55
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;TAIWAN;TAIWAN;CO-19;CO;TW;45,08871505;229713,6468
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;HAMBURG COFFEE CO HACOFCO MBH;HAMBURG COFFEE CO HACOFCO MBH;SINGAPORE;SINGAPORE;CO-41;CO;SG;19,938;80328,34
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;AGROP FARALLONES S A;AGROP FARALLONES S A;ROTHFOS CORP;ROTHFOS CORP;UNITED STATES;UNITED STATES;CO-05;CO;US;77,134;339005,75
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;ICONA CAFE;ICONA CAFE;UNITED STATES;UNITED STATES;CO-17;CO;US;38,527;147220,65
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;SELECTO EXPORTADORES S A C I;SELECTO EXPORTADORES S A C I;ROTHFOS CORP;ROTHFOS CORP;CANADA;CANADA;CO-76;CO;CA;19,256;86856
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;UNKNOWN;UNKNOWN;JAPAN;JAPAN;CO-76;CO;JP;5874,599;28191256,76
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;INTER AMERICAN COFFEE INC;INTER AMERICAN COFFEE INC;SPAIN;EUROPEAN UNION;CO-20;CO;ES;10,97373492;52739,77118
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;IMP Y DIST ORFRA S A DE C V;IMP Y DIST ORFRA S A DE C V;MEXICO;MEXICO;CO-73;CO;MX;1,0125;6906
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;WALTER MATTER SA;WALTER MATTER SA;JORDAN;JORDAN;CO-05;CO;JO;38,496;166764,67
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;UNITED KINGDOM;EUROPEAN UNION;CO-17;CO;GB;6109,957;31222433,52
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;BELGIUM;EUROPEAN UNION;CO-05;CO;BE;438,3259136;2276808,569
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;SPECTRUM SUPPLY CHAIN SOL;SPECTRUM SUPPLY CHAIN SOL;CANADA;CANADA;CO-66;CO;CA;57,77;257581,19
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;AMERICAN COFFEE;AMERICAN COFFEE;CANADA;CANADA;CO-41;CO;CA;38,48;162457,06
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;DESCAFEINADORES MEXICANOS S A DE CV;DESCAFEINADORES MEXICANOS S A DE CV;MEXICO;MEXICO;CO-20;CO;MX;11,01889197;61945,06454
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ALEXCAFE S A S;ALEXCAFE S A S;UNKNOWN;UNKNOWN;ISRAEL;ISRAEL;CO-66;CO;IL;17,505;63983,27
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;UNKNOWN;UNKNOWN;TAIWAN;TAIWAN;CO-76;CO;TW;52,487;259635,16
2012;COLOMBIA;PROCESSED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;LA FE FOODS;LA FE FOODS;UNITED STATES;UNITED STATES;CO-05;CO;US;51,36375;306970,92
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;NETHERLANDS;EUROPEAN UNION;CO-76;CO;NL;7,204857103;29281,84155
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;MITSUBISHI CORPORATION DO BRASIL;MITSUBISHI;JAPAN;JAPAN;CO-05;CO;JP;193,39;2005271,06
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;INTER AMERICAN COFFEE INC;INTER AMERICAN COFFEE INC;UNITED KINGDOM;EUROPEAN UNION;CO-05;CO;GB;32,95232285;179309,1217
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;ALGERIA;ALGERIA;CO-05;CO;DZ;14,5260068;70452,8754
