Year;Country of production;Coffee bean;Department;Municipality of export;Exporter;Exporter group;Importer;Importer group;Country of destination;Economic bloc;Department trase id;Country of production (Trase ID);Country of destination (Trase ID);Trade volume;Trade value
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;SATEX AGENCIES N V ARUBA;SATEX AGENCIES N V ARUBA;ARUBA;ARUBA;CO-05;CO;AW;31,9811875;318823,12
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;DESCAFEINADORA COLOMBIANA S A S;DESCAFEINADORA COLOMBIANA S A S;LIN SEATEX TRADING CORP;LIN SEATEX TRADING CORP;TAIWAN;TAIWAN;CO-73;CO;TW;1,375;20385
2012;COLOMBIA;ROASTED;SANTANDER;CARTAGENA DE INDIAS;SUCESORES DE JOSE JESUS RESTREPO Y CIA S A;SUCESORES DE JOSE JESUS RESTREPO Y CIA S A;CARLA SPOL S R O;CARLA SPOL S R O;GERMANY;EUROPEAN UNION;CO-68;CO;DE;0,000125;5,12
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;EXPORTADORA DE CAFE CONDOR S A S;EXPORTADORA DE CAFE CONDOR S A S;KAFFITAR ADALHEIDUR HEDINSDOTTIR;KAFFITAR ADALHEIDUR HEDINSDOTTIR;ICELAND;ICELAND;CO-63;CO;IS;17,961;75669,53
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;ESPECIALIDADES DE CAFE S A ESCAFE S A;ESPECIALIDADES DE CAFE S A ESCAFE S A;CASA MOLLER DE VENEZUELA C A;CASA MOLLER DE VENEZUELA C A;UNITED STATES;UNITED STATES;CO-73;CO;US;0,075;261
2012;COLOMBIA;GREEN;LA GUAJIRA;;;;;;COLOMBIA;COLOMBIA;CO-44;CO;CO;3434,3;
2012;COLOMBIA;PROCESSED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;E LAND RETAIL LTD;E LAND RETAIL LTD;SOUTH KOREA;SOUTH KOREA;CO-05;CO;KR;1,62;18584,64
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;ZFP CENTRO LOGISTICO DEL PACIFICO CELPA;ZFP CENTRO LOGISTICO DEL PACIFICO CELPA;CO-73;CO;;42,078425;328300,2
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-66;CO;US;1872,753522;9533835,4
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;SOUTH KOREA;SOUTH KOREA;CO-52;CO;KR;92,482;410132,89
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CIA NACIONAL DEL CAFE S A S;CIA NACIONAL DEL CAFE S A S;UNKNOWN;UNKNOWN;SPAIN;EUROPEAN UNION;CO-73;CO;ES;14,59732201;65123,79476
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;VILLEGAS Y CIA S C S;VILLEGAS Y CIA S C S;UNKNOWN;UNKNOWN;IRELAND;EUROPEAN UNION;CO-41;CO;IE;77,027;362191,23
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;SHAREK AZHAR ALAQSA;SHAREK AZHAR ALAQSA;ISRAEL;ISRAEL;CO-41;CO;IL;76,866;279607
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;VILLEGAS Y CIA S C S;VILLEGAS Y CIA S C S;UNKNOWN;UNKNOWN;BELGIUM;EUROPEAN UNION;CO-41;CO;BE;411,392;1793368,87
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;GERMANY;EUROPEAN UNION;CO-76;CO;DE;955,491947;4055648,888
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;JOSE D LOLO GOMEZ MEJIA E HIJOS S A;JOSE D LOLO GOMEZ MEJIA E HIJOS S A;UNKNOWN;UNKNOWN;SWEDEN;EUROPEAN UNION;CO-76;CO;SE;42,186;162059,64
2012;COLOMBIA;ROASTED;NORTE DE SANTANDER;SAN JOSE DE CUCUTA;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;BULLS C A;BULLS C A;VENEZUELA;VENEZUELA;CO-54;CO;VE;3;5795,04
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;BANCA EXPORTADORA S A;BANCA EXPORTADORA S A;UNKNOWN;UNKNOWN;UNITED KINGDOM;EUROPEAN UNION;CO-41;CO;GB;37,051;260457,7
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CARCAFE LTD;CARCAFE LTD;FOLGER COFFEE CO;FOLGER COFFEE CO;UNITED STATES;UNITED STATES;CO-73;CO;US;420,049;1654888,36
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;UNKNOWN;UNKNOWN;SPAIN;EUROPEAN UNION;CO-20;CO;ES;120,7019384;671556,3658
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;JULIO CESAR DUMAR BARGUIL;JULIO CESAR DUMAR BARGUIL;IRAQ;IRAQ;CO-73;CO;IQ;0,5625;4838
2012;COLOMBIA;GREEN;MAGDALENA;CARTAGENA DE INDIAS;SELECTO EXPORTADORES S A C I;SELECTO EXPORTADORES S A C I;KEN GABBAY COFFEE LTD;KEN GABBAY COFFEE LTD;CANADA;CANADA;CO-47;CO;CA;19,224;76286
2012;COLOMBIA;ROASTED;VALLE DEL CAUCA;CARTAGENA DE INDIAS;NESTLE BRASIL LTDA;NESTLE;NESTLE BRASIL LTDA;NESTLE;DOMINICAN REPUBLIC;DOMINICAN REPUBLIC;CO-76;CO;DO;10,99875;131688,16
2012;COLOMBIA;PROCESSED;NARINO;IPIALES;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;CORP DISTRIBUIDORA DE ALIMENTOS S A;CORP DISTRIBUIDORA DE ALIMENTOS S A;ECUADOR;ECUADOR;CO-52;CO;EC;110,9595;572332,31
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CI VIRMAX COLOMBIA S A S;CI VIRMAX COLOMBIA S A S;INTER AMERICAN COFFEE INC;INTER AMERICAN COFFEE INC;UNITED STATES;UNITED STATES;CO-41;CO;US;35,267;264199,13
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;AGROP FARALLONES S A;AGROP FARALLONES S A;SERENGETI TRADING CO;SERENGETI TRADING CO;UNITED STATES;UNITED STATES;CO-05;CO;US;19,313;94287,74
2012;COLOMBIA;GREEN;TOLIMA;BUENAVENTURA;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;ESTONIA;EUROPEAN UNION;CO-73;CO;EE;19,264;76125,82
2012;COLOMBIA;PROCESSED;SANTANDER;CARTAGENA DE INDIAS;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;ZONA FRANCA BOGOTA;ZONA FRANCA BOGOTA;CO-68;CO;;15,291675;112744,04
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;MOROCCO;MOROCCO;CO-05;CO;MA;43,62931174;204517,9239
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;JOSE D LOLO GOMEZ MEJIA E HIJOS S A;JOSE D LOLO GOMEZ MEJIA E HIJOS S A;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-68;CO;AU;19,238;73478,17
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;JORDAN;JORDAN;CO-41;CO;JO;39,179;193728
2012;COLOMBIA;ROASTED;NARINO;IPIALES;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;ECUADOR;ECUADOR;CO-52;CO;EC;204,048975;3887227,71
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;INTER AMERICAN COFFEE INC;INTER AMERICAN COFFEE INC;UNITED STATES;UNITED STATES;CO-63;CO;US;636,231;2835867,24
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;PROMOT DE INVERSIONES VARGAS RUBIO S A;PROMOT DE INVERSIONES VARGAS RUBIO S A;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-20;CO;US;383,046;2004881,23
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;TALOCA AG;TALOCA AG;SWEDEN;EUROPEAN UNION;CO-41;CO;SE;146,814;810908,52
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;PROMOT DE INVERSIONES VARGAS RUBIO S A;PROMOT DE INVERSIONES VARGAS RUBIO S A;TALOCA AG;TALOCA AG;BELGIUM;EUROPEAN UNION;CO-19;CO;BE;269,956;1133239,43
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;COLOMBIAN MOUNTAIN COFFEE C I S A S;COLOMBIAN MOUNTAIN COFFEE C I S A S;TACA INTL AIRLINES S A;TACA INTL AIRLINES S A;EL SALVADOR;EL SALVADOR;CO-73;CO;SV;8,235;91765,44
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;ING BANK BELGIUM;ING BANK BELGIUM;BELGIUM;EUROPEAN UNION;CO-41;CO;BE;96,256;360306,05
2012;COLOMBIA;ROASTED;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-76;CO;AU;75,89435765;1425422,185
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-19;CO;AU;39,82120131;210394,9935
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;PROMOT DE INVERSIONES VARGAS RUBIO S A;PROMOT DE INVERSIONES VARGAS RUBIO S A;PW BELLINGAL INC;PW BELLINGAL INC;UNITED STATES;UNITED STATES;CO-19;CO;US;38,489;169555,56
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;CARCAFE LTD;CARCAFE LTD;KRAFT FOODS EUROPE PROCUREMENTS GMBH SCHWEIZ SVENSK FILIAL;KRAFT FOODS EUROPE PROCUREMENTS GMBH SCHWEIZ SVENSK FILIAL;SWEDEN;EUROPEAN UNION;CO-52;CO;SE;24,87010271;115908,887
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;WALTER MATTER SA;WALTER MATTER SA;ITALY;EUROPEAN UNION;CO-05;CO;IT;172,949;782473,23
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;UNKNOWN;UNKNOWN;GERMANY;EUROPEAN UNION;CO-20;CO;DE;209,434;1024994,29
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;CEREBOS AUSTRALIA LTD;CEREBOS AUSTRALIA LTD;AUSTRALIA;AUSTRALIA;CO-41;CO;AU;192,384;1014408,53
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;UNKNOWN;UNKNOWN;UNITED KINGDOM;EUROPEAN UNION;CO-41;CO;GB;403,886;1842321,3
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;INDS ALIADAS S A S;INDS ALIADAS S A S;MITSUBISHI CORPORATION DO BRASIL;MITSUBISHI;UNITED STATES;UNITED STATES;CO-73;CO;US;0,025;3
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;UNKNOWN;UNKNOWN;SWEDEN;EUROPEAN UNION;CO-05;CO;SE;10,511;48662,92
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;CARTAGENA DE INDIAS;TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A;TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A;CAFE EL DORADO UG HAFTUNGSBESCHRANKT;CAFE EL DORADO UG HAFTUNGSBESCHRANKT;GERMANY;EUROPEAN UNION;CO-76;CO;DE;1,898;10413,9
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;NV SUPREMO SA;NV SUPREMO SA;SOUTH AFRICA;SOUTH AFRICA;CO-41;CO;ZA;19,219;72792,02
2012;COLOMBIA;PROCESSED;CAUCA;SANTIAGO DE CALI;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;INVERSIONES ALASKA S A;INVERSIONES ALASKA S A;ZONA FRANCA BARRANQUILLA;ZONA FRANCA BARRANQUILLA;CO-19;CO;;0,5329625;8647,4
2012;COLOMBIA;GREEN;NORTE DE SANTANDER;SANTA MARTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;GERMANY;EUROPEAN UNION;CO-54;CO;DE;8,146045312;54774,25197
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;IRELAND;EUROPEAN UNION;CO-17;CO;IE;57,795;257823,95
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;ROTHFOS CORP;ROTHFOS CORP;UNITED STATES;UNITED STATES;CO-41;CO;US;1097,233;5429061,94
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;UNIVERSAL MARKETING INC UNIMAR;UNIVERSAL MARKETING INC UNIMAR;CANADA;CANADA;CO-05;CO;CA;0,3324;5483,85
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;LO MAS NATURAL S A DE C V;LO MAS NATURAL S A DE C V;MEXICO;MEXICO;CO-73;CO;MX;1,5625;13375
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;EMPRESAS DE NARINO S A S;EMPRESAS DE NARINO S A S;POTTS MC CANLESS AND MC CANLESS;POTTS MC CANLESS AND MC CANLESS;UNITED STATES;UNITED STATES;CO-52;CO;US;227,623;1290792,22
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;INTL COFFEE;INTL COFFEE;SOUTH KOREA;SOUTH KOREA;CO-66;CO;KR;19,221;86019,46
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;ROR OPORA MSB RK;ROR OPORA MSB RK;RUSSIAN FEDERATION;RUSSIAN FEDERATION;CO-73;CO;RU;0,125;1140
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;INTER AMERICAN COFFEE INC;INTER AMERICAN COFFEE INC;UNITED STATES;UNITED STATES;CO-05;CO;US;304,6225289;1612491,899
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;BUENDIA COFFEE LLC;BUENDIA COFFEE LLC;UNITED STATES;UNITED STATES;CO-73;CO;US;3,3065;42910,58
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;ISRAEL;ISRAEL;CO-52;CO;IL;141,3701891;725794,3669
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;UNITED ARAB EMIRATES;UNITED ARAB EMIRATES;CO-63;CO;AE;4,803250752;32297,20254
2012;COLOMBIA;ROASTED;CALDAS;CARTAGENA DE INDIAS;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;FRANCE;EUROPEAN UNION;CO-17;CO;FR;48,393;826928,64
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;FRANCE;EUROPEAN UNION;CO-19;CO;FR;274,9374582;1237404,963
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;BLASER TRADING AG;BLASER TRADING AG;GERMANY;EUROPEAN UNION;CO-66;CO;DE;59,862;284424,4
2012;COLOMBIA;PROCESSED;VALLE DEL CAUCA;BUENAVENTURA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;E WONG S A;E WONG S A;PERU;PERU;CO-76;CO;PE;3,4573875;47581,5
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;UNKNOWN;UNKNOWN;CHINA (MAINLAND);CHINA (MAINLAND);CO-19;CO;CN;141,817;718830,75
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CARCAFE LTD;CARCAFE LTD;VOLCAFE SPECIALTY COFFEE;VOLCAFE;UNITED STATES;UNITED STATES;CO-41;CO;US;146,7790281;684987,494
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;INVERCAFE LTDA 810003164;INVERCAFE LTDA 810003164;ABDULRAHMAN BIN OTHMAN AL-ZAHEM FOR TRADING;ABDULRAHMAN BIN OTHMAN AL-ZAHEM FOR TRADING;SAUDI ARABIA;SAUDI ARABIA;CO-17;CO;SA;19,25;95634
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;GERMANY;EUROPEAN UNION;CO-66;CO;DE;196,7191476;1019623,102
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;HAMBURG COFFEE CO HACOFCO MBH;HAMBURG COFFEE CO HACOFCO MBH;JAPAN;JAPAN;CO-41;CO;JP;57,704;284565,86
2012;COLOMBIA;PROCESSED;VALLE DEL CAUCA;BUENAVENTURA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;SINOPHARM FORTUNE WAY COMPANY;SINOPHARM FORTUNE WAY COMPANY;CHINA (MAINLAND);CHINA (MAINLAND);CO-76;CO;CN;15,95835;239498,84
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;LATIN AMERICAN FOODS INC;LATIN AMERICAN FOODS INC;CANADA;CANADA;CO-05;CO;CA;0,495;9097,92
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ALEXCAFE S A S;ALEXCAFE S A S;UNKNOWN;UNKNOWN;JAPAN;JAPAN;CO-66;CO;JP;61,244;389200,83
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;SWEDEN;EUROPEAN UNION;CO-52;CO;SE;320,0402527;1487077,259
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;GUSTAV PAULING LTD;GUSTAV PAULING LTD;FINLAND;EUROPEAN UNION;CO-63;CO;FI;209,861;1165897,76
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;UNKNOWN;UNKNOWN;GERMANY;EUROPEAN UNION;CO-41;CO;DE;1096,342;5181421,73
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-41;CO;US;883,925;4017128,95
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;INTER AMERICAN COFFEE INC;INTER AMERICAN COFFEE INC;CANADA;CANADA;CO-41;CO;CA;980,57;4500135,75
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;MITSUBISHI CORPORATION DO BRASIL;MITSUBISHI;MEXICO;MEXICO;CO-66;CO;MX;17,533;79063,81
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;STE GEIMEX;STE GEIMEX;FRANCE;EUROPEAN UNION;CO-05;CO;FR;43,40965;480176,94
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;DESCAFEINADORES MEXICANOS S A DE CV;DESCAFEINADORES MEXICANOS S A DE CV;BELGIUM;EUROPEAN UNION;CO-41;CO;BE;19,272;80300,91
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CARCAFE LTD;CARCAFE LTD;VOLCAFE SWITZERLAND LTD;VOLCAFE;GERMANY;EUROPEAN UNION;CO-73;CO;DE;120,028;641267,16
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;VILLEGAS Y CIA S C S;VILLEGAS Y CIA S C S;UNKNOWN;UNKNOWN;FRANCE;EUROPEAN UNION;CO-41;CO;FR;158,529;638822,84
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;COEX COFFEE INTERNATIONAL;COEX COFFEE INTERNATIONAL;UNITED STATES;UNITED STATES;CO-05;CO;US;231,121;965256,36
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;GUZMAN GLOBAL SL;GUZMAN GLOBAL SL;SPAIN;EUROPEAN UNION;CO-66;CO;ES;19,983;72448,73
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;INVERCAFE LTDA 810003164;INVERCAFE LTDA 810003164;KAVO D O O;KAVO D O O;ITALY;EUROPEAN UNION;CO-17;CO;IT;17,504;67515,88
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;MITSUI FOODS INC;MITSUI FOODS INC;CANADA;CANADA;CO-20;CO;CA;21,98290955;123823,4567
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;ARMENIA COFFEE CORP;ARMENIA COFFEE CORP;GERMANY;EUROPEAN UNION;CO-41;CO;DE;5,269;22128,29
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;CONSTANTIA TRADING S A;CONSTANTIA TRADING S A;SPAIN;EUROPEAN UNION;CO-05;CO;ES;38,416;175736,74
2012;COLOMBIA;GREEN;SANTANDER;SANTA MARTA;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;FOLGER COFFEE CO;FOLGER COFFEE CO;UNITED STATES;UNITED STATES;CO-68;CO;US;209,42;1121683,41
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;PORTUGAL;EUROPEAN UNION;CO-19;CO;PT;5,416745061;24241,7623
2012;COLOMBIA;GREEN;NORTE DE SANTANDER;CARTAGENA DE INDIAS;SOUTH COMMERCE GROUP;SOUTH COMMERCE GROUP;CANADA;CANADA;CANADA;CANADA;CO-54;CO;CA;20,69;84339,75
